title,genres
Mumford,"Comedy, Drama, Romance"
Seed of Chucky,"Drama, Horror, Comedy"
The Jacket,"Drama, Mystery, Thriller, Fantasy"
Aladdin,"Animation, Family, Comedy, Adventure, Fantasy, Romance"
Straight Outta Compton,"Drama, Music"
Indiana Jones and the Temple of Doom,"Adventure, Action"
The Rugrats Movie,"Animation, Family"
Along Came a Spider,"Crime, Mystery, Thriller, Action"
Florence Foster Jenkins,"Comedy, Drama"
Once Upon a Time in Mexico,Action
Die Hard,"Action, Thriller"
Role Models,Comedy
The Big Short,"Comedy, Drama"
Taking Woodstock,"Music, Comedy, Drama"
Miracle,"Drama, History"
Dawn of the Dead,"Fantasy, Horror, Action"
The Wedding Planner,Comedy
Space Pirate Captain Harlock,"Animation, Science Fiction"
The Royal Tenenbaums,"Comedy, Drama"
Identity,"Mystery, Thriller"
Last Vegas,Comedy
For Your Eyes Only,"Adventure, Action, Thriller"
Serendipity,"Comedy, Romance"
Timecop,"Thriller, Science Fiction, Action, Crime"
Zoolander,Comedy
Safe Haven,Romance
Hocus Pocus,"Comedy, Family, Fantasy"
No Reservations,Comedy
Kick-Ass,"Action, Crime"
30 Minutes or Less,"Action, Adventure, Comedy"
Dracula 2000,"Thriller, Horror"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Family, Comedy"
Pride & Prejudice,"Drama, Romance"
Blade Runner,"Science Fiction, Drama, Thriller"
Rob Roy,Adventure
3 Days to Kill,"Action, Drama, Thriller, Crime"
We Own the Night,"Drama, Crime, Thriller"
Lost Souls,"Horror, Thriller"
Winged Migration,Documentary
Just My Luck,"Comedy, Drama, Family, Fantasy, Romance"
"Mystery, Alaska","Drama, Comedy"
The Spy Next Door,"Action, Comedy, Family"
A Simple Wish,"Adventure, Comedy, Family, Fantasy"
Ghosts of Mars,"Action, Horror, Science Fiction"
Our Brand Is Crisis,"Comedy, Drama"
Pride and Prejudice and Zombies,"Romance, Horror, Comedy, Thriller"
Kundun,Drama
How to Lose Friends & Alienate People,"Comedy, Romance, Drama"
Kick-Ass 2,"Action, Adventure, Crime"
Alatriste,Action
Brick Mansions,"Action, Crime, Drama"
Octopussy,"Adventure, Action, Thriller"
Knocked Up,"Comedy, Romance, Drama"
My Sister's Keeper,Drama
Welcome Home Roscoe Jenkins,"Comedy, Drama"
A Passage to India,"Drama, Adventure, History"
Notes on a Scandal,"Drama, Romance"
Rendition,"Drama, Thriller"
Star Trek VI: The Undiscovered Country,"Science Fiction, Action, Adventure, Thriller"
Divine Secrets of the Ya-Ya Sisterhood,"Comedy, Drama, Romance"
Kiss the Girls,"Drama, Mystery, Thriller, Crime"
The Blues Brothers,"Music, Comedy, Action, Crime"
The Sisterhood of the Traveling Pants 2,"Adventure, Comedy, Drama, Family"
Joyful Noise,"Comedy, Music"
About a Boy,"Drama, Comedy, Romance"
Lake Placid,"Horror, Comedy, Action, Science Fiction, Thriller"
Lucky Number Slevin,"Drama, Thriller, Crime, Mystery"
The Right Stuff,"Drama, History"
Anonymous,"Drama, History, Thriller"
The NeverEnding Story,"Drama, Family, Fantasy, Adventure"
Dark City,"Mystery, Science Fiction"
The Duchess,"Drama, History, Romance"
Return to Oz,"Adventure, Family, Fantasy"
The Newton Boys,"Crime, Action, Drama"
Case 39,"Horror, Mystery, Thriller"
Suspect Zero,"Crime, Thriller"
Martian Child,Drama
Spy Kids: All the Time in the World,"Family, Comedy, Action"
Money Monster,Thriller
The 51st State,"Thriller, Action, Comedy, Crime"
Flawless,"Comedy, Drama"
Mindhunters,"Mystery, Thriller, Crime"
What Just Happened,"Comedy, Drama"
The Statement,"Drama, Thriller"
The Magic Flute,"Comedy, Drama, Music"
Paul Blart: Mall Cop,"Action, Adventure, Comedy, Family"
Freaky Friday,Comedy
The 40 Year Old Virgin,"Comedy, Romance"
Shakespeare in Love,"Romance, History"
A Walk Among the Tombstones,"Crime, Drama, Mystery, Thriller"
Kindergarten Cop,Comedy
Pineapple Express,"Action, Comedy"
Ever After: A Cinderella Story,"Drama, Romance, Comedy"
Open Range,Western
Flatliners,"Drama, Horror, Science Fiction, Thriller"
A Bridge Too Far,"Drama, History, War"
Red Eye,"Horror, Thriller"
Final Destination 2,"Horror, Mystery"
"O Brother, Where Art Thou?","Action, Adventure, Comedy"
Legion,Horror
Pain & Gain,"Thriller, Crime, Action"
In Good Company,"Comedy, Drama, Romance"
Clockstoppers,"Adventure, Family, Science Fiction, Thriller"
Silverado,"Action, Crime, Drama, Western"
Brothers,"Drama, Thriller, War"
Agent Cody Banks 2: Destination London,Comedy
New Year's Eve,"Comedy, Romance"
Original Sin,"Drama, Thriller, Mystery, Romance"
The Raven,"Crime, Thriller, Mystery"
Welcome to Mooseport,Comedy
Highlander: The Final Dimension,"Action, Fantasy, Science Fiction"
Blood and Wine,"Crime, Drama, Thriller"
Snow White: A Tale of Terror,"Fantasy, Horror"
The Curse of the Jade Scorpion,"Comedy, Crime, Mystery, Romance, Thriller"
Accidental Love,"Romance, Comedy"
Flipper,"Adventure, Family"
Self/less,"Science Fiction, Mystery, Thriller"
The Constant Gardener,"Drama, Mystery, Thriller"
The Passion of the Christ,Drama
Mrs. Doubtfire,"Comedy, Drama, Family"
Rain Man,Drama
Gran Torino,Drama
W.,"Drama, History"
Taken,"Action, Thriller"
The Best of Me,"Drama, Romance"
The Bodyguard,"Thriller, Action, Drama, Music, Romance"
Schindler's List,"Drama, History, War"
The Help,Drama
The Fifth Estate,"Drama, Thriller"
Scooby-Doo 2: Monsters Unleashed,"Mystery, Fantasy, Adventure, Comedy"
Forbidden Kingdom,"Thriller, Adventure, Mystery, Fantasy"
Freddy vs. Jason,Horror
The Face of an Angel,"Thriller, Drama"
Jimmy Neutron: Boy Genius,"Action, Adventure, Animation, Comedy, Family, Fantasy, Science Fiction"
Cloverfield,"Action, Thriller, Science Fiction"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Science Fiction, Adventure, Action, Comedy, Family"
The Untouchables,"Crime, Drama, History, Thriller"
No Country for Old Men,"Crime, Drama, Thriller"
Ride Along,"Action, Comedy"
Bridget Jones's Diary,"Comedy, Romance, Drama"
Chocolat,"Comedy, Drama, Romance"
"Legally Blonde 2: Red, White & Blonde",Comedy
Parental Guidance,Comedy
No Strings Attached,"Comedy, Romance"
Tombstone,"Action, Adventure, Drama, History, Western"
Romeo Must Die,"Action, Crime, Thriller"
The Omen,"Horror, Thriller"
Final Destination 3,"Horror, Mystery"
The Lucky One,"Drama, Romance"
Bridge to Terabithia,"Adventure, Drama, Family"
Finding Neverland,Drama
A Madea Christmas,"Comedy, Drama"
The Grey,"Action, Drama, Thriller"
Hide and Seek,"Horror, Mystery, Thriller"
Anchorman: The Legend of Ron Burgundy,Comedy
GoodFellas,"Drama, Crime"
Agent Cody Banks,Action
Nanny McPhee,"Fantasy, Comedy, Family"
Scarface,"Action, Crime, Drama, Thriller"
Nothing to Lose,"Action, Adventure, Comedy"
The Last Emperor,"Drama, History"
Contraband,"Thriller, Action, Drama, Crime"
Money Talks,"Action, Adventure, Comedy"
There Will Be Blood,Drama
The Wild Thornberrys Movie,"Animation, Adventure, Family"
Rugrats Go Wild,"Animation, Family"
Undercover Brother,"Action, Comedy"
The Sisterhood of the Traveling Pants,"Drama, Comedy"
Kiss of the Dragon,"Action, Crime, Thriller"
The House Bunny,"Romance, Comedy"
Beauty Shop,"Comedy, Romance"
Million Dollar Arm,Drama
The Giver,"Drama, Science Fiction"
What a Girl Wants,Comedy
Jeepers Creepers 2,"Horror, Thriller"
Good Luck Chuck,"Comedy, Drama, Romance"
Cradle 2 the Grave,"Action, Crime, Drama"
The Hours,Drama
She's the Man,"Comedy, Drama, Family, Romance"
Mr. Bean's Holiday,"Family, Comedy"
Anacondas: The Hunt for the Blood Orchid,"Adventure, Action, Horror, Science Fiction, Thriller"
Blood Ties,"Thriller, Crime, Drama"
August Rush,Drama
Elizabeth,"Drama, History"
Bride of Chucky,"Horror, Comedy"
Tora! Tora! Tora!,"History, Action, Drama, Adventure, War"
Spice World,"Adventure, Fantasy, Drama, Comedy, Music"
The Sitter,Comedy
Dance Flick,"Action, Comedy, Music"
The Shawshank Redemption,"Drama, Crime"
Crocodile Dundee in Los Angeles,"Adventure, Comedy"
Kingpin,Comedy
The Gambler,"Thriller, Crime, Drama"
August: Osage County,"Comedy, Drama"
Ice Princess,"Drama, Comedy, Family"
A Lot Like Love,Comedy
Eddie the Eagle,"Comedy, Drama, History"
He Got Game,Drama
Don Juan DeMarco,"Romance, Drama, Comedy"
Dear John,"Drama, Romance, War"
The Losers,"Action, Adventure, Crime, Mystery, Thriller"
Don't Be Afraid of the Dark,"Fantasy, Horror, Thriller"
War,"Action, Thriller, Crime"
Punch-Drunk Love,"Comedy, Drama, Romance"
EuroTrip,Comedy
Half Past Dead,"Crime, Action, Thriller"
Unaccompanied Minors,"Comedy, Family"
"Bright Lights, Big City",Drama
The Adventures of Pinocchio,"Animation, Family, Fantasy"
The Greatest Game Ever Played,"Drama, Family"
The Box,"Thriller, Science Fiction"
The Ruins,"Drama, Horror"
The Next Best Thing,Comedy
My Soul to Take,"Drama, Horror, Mystery, Thriller"
The Girl Next Door,Comedy
Maximum Risk,"Action, Adventure, Thriller"
Stealing Harvard,"Action, Comedy, Drama"
Legend,"Crime, Thriller"
Hot Rod,"Action, Comedy"
Shark Night,"Horror, Thriller"
Angela's Ashes,Drama
Draft Day,Drama
Lifeforce,"Fantasy, Horror, Science Fiction, Thriller"
The Conspirator,"Crime, Drama, History"
Lords of Dogtown,Drama
The 33,"Drama, History"
Big Trouble in Little China,"Action, Adventure, Comedy, Fantasy"
Fly Me to the Moon,"Comedy, Romance"
Warrior,"Action, Drama"
Michael Collins,"Drama, Thriller"
Gettysburg,"War, Drama, History"
Stop-Loss,"Drama, War"
Abandon,"Drama, Mystery, Thriller"
Brokedown Palace,"Drama, Thriller"
The Possession,"Horror, Thriller"
Mrs. Winterbourne,"Comedy, Romance, Drama"
Straw Dogs,"Drama, Thriller"
The Hoax,"Comedy, Drama"
Stone Cold,"Action, Crime, Thriller"
The Road,"Adventure, Drama"
Sheena,"Action, Adventure, Comedy, Fantasy, Science Fiction"
Underclassman,"Action, Comedy"
Say It Isn't So,"Comedy, Romance"
The World's Fastest Indian,Drama
Tank Girl,"Action, Comedy, Fantasy, Science Fiction"
King's Ransom,"Comedy, Crime"
Blindness,"Drama, Mystery, Science Fiction, Thriller"
BloodRayne,"Action, Adventure, Fantasy, Horror"
Carnage,"Comedy, Drama"
Where the Truth Lies,"Drama, Mystery, Thriller"
Cirque du Soleil: Worlds Away,"Fantasy, Family"
Without Limits,Drama
Me and Orson Welles,"Comedy, Drama, Romance"
The Best Offer,"Drama, Romance, Crime, Mystery"
The Bad Lieutenant: Port of Call - New Orleans,"Drama, Crime"
A Turtle's Tale: Sammy's Adventures,"Animation, Family"
Little White Lies,"Comedy, Drama"
Love Ranch,Drama
The True Story of Puss 'n Boots,"Family, Adventure, Animation"
Space Dogs,"Family, Animation"
The Counselor,"Thriller, Crime, Drama"
Ironclad,"Romance, Adventure, Action, History"
Waterloo,"History, Action, Drama"
Kung Fu Jungle,"Crime, Action, Thriller"
Red Sky,"Action, Thriller"
Dangerous Liaisons,"Drama, Romance"
On the Road,"Adventure, Drama"
Star Trek IV: The Voyage Home,"Science Fiction, Adventure"
Rocky Balboa,Drama
Scream 2,"Horror, Mystery"
Jane Got a Gun,"Action, Drama, Western"
Think Like a Man Too,"Comedy, Romance"
The Whole Nine Yards,"Comedy, Crime"
Footloose,"Drama, Family, Music, Romance"
Old School,Comedy
The Fisher King,"Comedy, Drama"
I Still Know What You Did Last Summer,"Horror, Mystery, Thriller"
Return to Me,"Romance, Comedy, Drama"
Zack and Miri Make a Porno,Comedy
Nurse Betty,"Comedy, Crime, Thriller"
The Men Who Stare at Goats,"Comedy, War"
Double Take,"Adventure, Drama, Action, Comedy, Romance"
"Girl, Interrupted",Drama
Win a Date with Tad Hamilton!,"Comedy, Romance"
Muppets from Space,"Fantasy, Comedy, Science Fiction, Family"
The Wiz,"Adventure, Family, Fantasy, Music"
Ready to Rumble,"Action, Comedy, Drama"
Play It to the Bone,"Comedy, Drama"
I Don't Know How She Does It,"Romance, Comedy"
Piranha 3D,"Comedy, Horror"
Beyond the Sea,"Drama, Music"
Meet the Deedles,"Animation, Comedy, Family"
The Thief and the Cobbler,"Adventure, Fantasy, Animation, Science Fiction, Family"
The Bridge of San Luis Rey,"Romance, Drama"
Faster,"Crime, Drama, Action, Thriller"
Howl's Moving Castle,"Fantasy, Animation, Adventure"
Zombieland,"Comedy, Horror"
The Waterboy,Comedy
The Empire Strikes Back,"Adventure, Action, Science Fiction"
Bad Boys,"Action, Comedy, Crime, Thriller"
The Naked Gun 2½: The Smell of Fear,"Comedy, Crime"
Final Destination,Horror
The Ides of March,Drama
Pitch Black,"Thriller, Science Fiction, Action"
Someone Like You...,"Comedy, Romance"
Her,"Romance, Science Fiction, Drama"
Joy Ride,"Mystery, Thriller, Drama"
The Adventurer: The Curse of the Midas Box,"Fantasy, Adventure, Family"
Anywhere But Here,"Drama, Comedy, Romance"
The Crew,"Action, Comedy"
Haywire,"Action, Thriller"
Jaws: The Revenge,"Adventure, Thriller"
Marvin's Room,Drama
The Longshots,"Drama, Family"
The End of the Affair,Drama
Harley Davidson and the Marlboro Man,"Action, Thriller"
In the Valley of Elah,"History, Drama, Thriller, Crime, Mystery"
Coco Before Chanel,"Drama, History"
Forsaken,"Western, Drama"
Cheri,"Drama, Comedy, Romance"
Vanity Fair,"Drama, Romance"
Bodyguards and Assassins,"Drama, Action, History"
1408,"Horror, Thriller"
Spaceballs,"Comedy, Science Fiction"
The Water Diviner,"War, Drama"
Ghost,"Fantasy, Drama, Thriller, Mystery, Romance"
There's Something About Mary,"Romance, Comedy"
The Santa Clause,"Fantasy, Drama, Comedy, Family"
The Rookie,"Drama, Family"
The Game Plan,"Comedy, Family"
The Bridges of Madison County,"Drama, Romance"
The Animal,"Action, Comedy"
Gandhi,"Drama, History"
The Hundred-Foot Journey,Drama
The Net,"Crime, Drama, Mystery, Thriller, Action"
I Am Sam,Drama
Son of God,Drama
Underworld,"Fantasy, Action, Thriller"
Derailed,"Drama, Thriller"
The Informant!,"Drama, Comedy, Crime"
Shadowlands,"Drama, Romance"
Deuce Bigalow: European Gigolo,Comedy
Delivery Man,Comedy
Our Kind of Traitor,Thriller
Saving Silverman,"Comedy, Crime, Romance"
Diary of a Wimpy Kid: Dog Days,"Comedy, Family"
Summer of Sam,"Thriller, Drama, Crime, Romance"
Jay and Silent Bob Strike Back,Comedy
The Glass House,"Drama, Thriller"
"Hail, Caesar!","Comedy, Drama, Mystery"
Josie and the Pussycats,"Comedy, Music"
Homefront,"Action, Thriller"
The Little Vampire,"Family, Horror"
I Heart Huckabees,"Comedy, Romance"
RoboCop 3,"Action, Adventure, Crime, Science Fiction, Thriller"
Megiddo: The Omega Code 2,"Action, Science Fiction, Thriller"
Darling Lili,"Drama, Comedy, Thriller, Music, Romance"
Dudley Do-Right,"Comedy, Family, Romance"
The Transporter Refueled,"Thriller, Action, Crime"
The Libertine,"Drama, Romance"
Black Book,"Drama, Thriller, War"
Joyeux Noël,"Romance, Drama, History, War, Music"
Hit & Run,"Action, Comedy, Romance"
Mad Money,"Action, Comedy, Crime"
Before I Go to Sleep,"Mystery, Thriller"
Sorcerer,"Action, Thriller, Adventure"
Stone,Drama
Moliere,"Romance, Drama, Comedy"
Out of the Furnace,"Thriller, Drama, Crime"
Michael Clayton,"Drama, Mystery, Crime"
My Fellow Americans,"Comedy, Drama"
Arlington Road,"Drama, Thriller, Mystery"
Underdogs,"Animation, Adventure, Romance"
To Rome with Love,"Romance, Comedy"
Firefox,"Science Fiction, Action, Adventure, Thriller"
"South Park: Bigger, Longer & Uncut","Animation, Comedy, Music"
Death at a Funeral,"Comedy, Drama"
Teenage Mutant Ninja Turtles III,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
Hardball,"Comedy, Romance"
Silver Linings Playbook,"Drama, Comedy, Romance"
Freedom Writers,"Crime, Drama"
For Colored Girls,Drama
The Transporter,"Action, Crime, Thriller"
Never Back Down,"Drama, Action"
The Rage: Carrie 2,"Horror, Thriller, Science Fiction"
Away We Go,"Drama, Comedy, Romance"
Swing Vote,"Drama, Comedy"
Moonlight Mile,"Romance, Drama"
Tinker Tailor Soldier Spy,"Drama, Thriller, Mystery"
Molly,"Drama, Comedy, Romance"
The Beaver,Drama
The Best Little Whorehouse in Texas,Comedy
eXistenZ,"Action, Thriller, Science Fiction, Horror"
Raiders of the Lost Ark,"Adventure, Action"
Home Alone 2: Lost in New York,"Comedy, Family, Adventure, Crime"
Close Encounters of the Third Kind,"Science Fiction, Drama"
Pulse,"Horror, Thriller"
Beverly Hills Cop II,"Action, Comedy, Crime"
Bringing Down the House,Comedy
The Silence of the Lambs,"Crime, Drama, Thriller"
Wayne's World,"Music, Comedy"
Jackass 3D,"Comedy, Documentary, Action"
Jaws 2,"Horror, Thriller"
Beverly Hills Chihuahua,"Adventure, Comedy, Family"
The Conjuring,"Horror, Thriller"
Are We There Yet?,"Adventure, Comedy, Family, Romance"
Tammy,Comedy
School of Rock,"Comedy, Music"
Mortal Kombat,"Action, Fantasy"
White Chicks,Comedy
The Descendants,"Comedy, Drama"
Holes,"Adventure, Family, Drama, Comedy"
The Last Song,"Drama, Family, Romance"
12 Years a Slave,"Drama, History"
Drumline,"Drama, Romance, Comedy, Music"
Why Did I Get Married Too?,"Comedy, Romance"
Edward Scissorhands,"Fantasy, Drama, Romance"
Me Before You,"Drama, Romance"
Madea's Witness Protection,"Drama, Comedy, Crime"
The French Connection,"Action, Crime, Thriller"
Bad Moms,Comedy
Date Movie,Comedy
Return to Never Land,"Adventure, Fantasy, Animation, Family"
Selma,"History, Drama"
The Jungle Book 2,"Family, Animation, Adventure"
Boogeyman,"Thriller, Horror, Drama, Mystery"
Premonition,"Thriller, Drama, Mystery"
The Tigger Movie,"Animation, Family"
Orphan,"Horror, Thriller, Mystery"
Max,"Adventure, Drama, Family"
Epic Movie,"Action, Adventure, Comedy"
Spotlight,"Drama, Thriller, History"
Lakeview Terrace,"Drama, Crime, Thriller"
The Grudge 2,"Horror, Thriller"
How Stella Got Her Groove Back,"Comedy, Drama, Romance"
Bill & Ted's Bogus Journey,"Adventure, Comedy, Family, Fantasy, Science Fiction"
Man of the Year,"Comedy, Drama, Romance, Thriller"
The Black Hole,"Adventure, Family, Science Fiction, Action"
The American,"Crime, Drama, Thriller"
Selena,Drama
Vampires Suck,"Horror, Comedy"
Babel,Drama
This Is Where I Leave You,"Drama, Comedy"
Doubt,"Drama, Mystery"
Team America: World Police,"Music, Adventure, Animation, Action, Comedy"
Texas Chainsaw 3D,"Horror, Thriller"
Copycat,"Drama, Thriller"
Scary Movie 5,Comedy
Paint Your Wagon,"Drama, Action, Comedy, Western, Music"
Milk,"History, Drama"
Risen,Action
Ghost Ship,"Horror, Mystery, Thriller"
A Very Harold & Kumar Christmas,Comedy
Wild Things,"Crime, Drama, Mystery"
The Stepfather,"Horror, Thriller, Mystery"
The Debt,"Drama, Thriller"
High Fidelity,"Comedy, Drama, Romance, Music"
One Missed Call,"Horror, Mystery, Thriller"
Eye for an Eye,"Drama, Thriller"
The Bank Job,"Thriller, Crime, Drama"
Eternal Sunshine of the Spotless Mind,"Science Fiction, Drama, Romance"
You Again,"Comedy, Romance"
Street Kings,"Action, Crime, Drama, Thriller"
The World's End,"Comedy, Action, Science Fiction"
Nancy Drew,"Action, Adventure, Crime, Family, Mystery, Thriller"
Daybreakers,"Fantasy, Horror, Action, Thriller, Science Fiction"
She's Out of My League,"Comedy, Romance"
Monte Carlo,"Adventure, Comedy, Romance"
Stay Alive,"Horror, Thriller"
Quigley Down Under,"Romance, Action, Adventure, Western, Drama"
Alpha and Omega,"Family, Animation"
The Covenant,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller"
Stick It,"Comedy, Drama"
Shorts,"Comedy, Family"
To Die For,"Fantasy, Drama, Comedy, Thriller"
Nerve,"Mystery, Adventure, Crime"
Appaloosa,"Drama, Western, Crime"
Vampires,"Action, Drama, Fantasy, Horror, Thriller"
Psycho,"Drama, Horror, Thriller"
My Best Friend's Girl,"Romance, Comedy"
Endless Love,"Drama, Romance"
Georgia Rule,"Comedy, Drama, Romance"
Under the Rainbow,Comedy
Ladyhawke,"Adventure, Drama, Fantasy, Romance"
Simon Birch,"Comedy, Drama, Family"
Reign Over Me,Drama
